head_id,tail_id,head,head_type,relation,relation_zh,tail,tail_type,evidence,source_pages,source_chunks,confidence
Chapter_第七章船体修理,Component_强力甲板,第七章船体修理,Chapter,contains,包含,强力甲板,Component,三元组尾实体出现在该章节,"[181, 182]","[""shiprag_p181_00214"", ""shiprag_p182_00215""]",0.8
Chapter_第七章船体修理,Process_待修船的勘验,第七章船体修理,Chapter,contains,包含,待修船的勘验,Process,实体出现在该章节文本块中,[183],"[""shiprag_p183_00216""]",0.8
Chapter_第七章船体修理,Defect_意外事故,第七章船体修理,Chapter,contains,包含,意外事故,Defect,实体出现在该章节文本块中,[180],"[""shiprag_p180_00211""]",0.8
Chapter_第七章船体修理,ToolEquipment_扁钢,第七章船体修理,Chapter,contains,包含,扁钢,ToolEquipment,实体出现在该章节文本块中,[187],"[""shiprag_p187_00224""]",0.8
Chapter_第七章船体修理,Operation_打孔测量,第七章船体修理,Chapter,contains,包含,打孔测量,Operation,实体出现在该章节文本块中,[183],"[""shiprag_p183_00217""]",0.8
Chapter_第七章船体修理,Component_扶强材,第七章船体修理,Chapter,contains,包含,扶强材,Component,实体出现在该章节文本块中,"[186, 189, 190]","[""shiprag_p186_00222"", ""shiprag_p189_00227"", ""shiprag_p190_00228""]",0.8
Chapter_第七章船体修理,Defect_折断,第七章船体修理,Chapter,contains,包含,折断,Defect,实体出现在该章节文本块中,[180],"[""shiprag_p180_00212""]",0.8
Chapter_第七章船体修理,Operation_拆除围壁内部木质设施及电气装置,第七章船体修理,Chapter,contains,包含,拆除围壁内部木质设施及电气装置,Operation,三元组尾实体出现在该章节,[189],"[""shiprag_p189_00227""]",0.8
Chapter_第七章船体修理,Operation_挖补,第七章船体修理,Chapter,contains,包含,挖补,Operation,实体出现在该章节文本块中,"[185, 189]","[""shiprag_p185_00220"", ""shiprag_p189_00226""]",0.8
Chapter_第七章船体修理,Operation_整板更换,第七章船体修理,Chapter,contains,包含,整板更换,Operation,实体出现在该章节文本块中,[187],"[""shiprag_p187_00223""]",0.8
Chapter_第七章船体修理,Operation_明火作业,第七章船体修理,Chapter,contains,包含,明火作业,Operation,实体出现在该章节文本块中,[181],"[""shiprag_p181_00213""]",0.8
Chapter_第七章船体修理,Component_木质设施及电气装置,第七章船体修理,Chapter,contains,包含,木质设施及电气装置,Component,实体出现在该章节文本块中,[189],"[""shiprag_p189_00227""]",0.8
Chapter_第七章船体修理,Measurement_板厚,第七章船体修理,Chapter,contains,包含,板厚,Measurement,三元组尾实体出现在该章节,[183],"[""shiprag_p183_00217""]",0.8
Chapter_第七章船体修理,Operation_板厚测量,第七章船体修理,Chapter,contains,包含,板厚测量,Operation,实体出现在该章节文本块中,[183],"[""shiprag_p183_00217""]",0.8
Chapter_第七章船体修理,Component_板条,第七章船体修理,Chapter,contains,包含,板条,Component,三元组尾实体出现在该章节,[190],"[""shiprag_p190_00228""]",0.8
Chapter_第七章船体修理,Process_板的换新,第七章船体修理,Chapter,contains,包含,板的换新,Process,实体出现在该章节文本块中,[187],"[""shiprag_p187_00223""]",0.8
Chapter_第七章船体修理,Operation_构件凹陷变形挠度测量,第七章船体修理,Chapter,contains,包含,构件凹陷变形挠度测量,Operation,实体出现在该章节文本块中,[184],"[""shiprag_p184_00218""]",0.8
Chapter_第七章船体修理,Process_构件原地矫正,第七章船体修理,Chapter,contains,包含,构件原地矫正,Process,实体出现在该章节文本块中,[184],"[""shiprag_p184_00218""]",0.8
Chapter_第七章船体修理,Process_构件局部换新,第七章船体修理,Chapter,contains,包含,构件局部换新,Process,实体出现在该章节文本块中,[184],"[""shiprag_p184_00218""]",0.8
Chapter_第七章船体修理,Process_构件拆下矫正并装复,第七章船体修理,Chapter,contains,包含,构件拆下矫正并装复,Process,实体出现在该章节文本块中,[184],"[""shiprag_p184_00218""]",0.8
Chapter_第七章船体修理,Process_构件更换,第七章船体修理,Chapter,contains,包含,构件更换,Process,实体出现在该章节文本块中,[184],"[""shiprag_p184_00218""]",0.8
Chapter_第七章船体修理,Component_构架,第七章船体修理,Chapter,contains,包含,构架,Component,实体出现在该章节文本块中,[187],"[""shiprag_p187_00224""]",0.8
Chapter_第七章船体修理,ToolEquipment_样条,第七章船体修理,Chapter,contains,包含,样条,ToolEquipment,实体出现在该章节文本块中,[187],"[""shiprag_p187_00223"", ""shiprag_p187_00224""]",0.8
Chapter_第七章船体修理,Operation_止裂孔,第七章船体修理,Chapter,contains,包含,止裂孔,Operation,实体出现在该章节文本块中,[186],"[""shiprag_p186_00221""]",0.8
Chapter_第七章船体修理,Component_油水舱,第七章船体修理,Chapter,contains,包含,油水舱,Component,实体出现在该章节文本块中,[181],"[""shiprag_p181_00213""]",0.8
Chapter_第七章船体修理,Measurement_测量孔,第七章船体修理,Chapter,contains,包含,测量孔,Measurement,实体出现在该章节文本块中,[183],"[""shiprag_p183_00217""]",0.8
Chapter_第七章船体修理,QualityRequirement_海船船体蚀耗极限,第七章船体修理,Chapter,contains,包含,海船船体蚀耗极限,QualityRequirement,实体出现在该章节文本块中,[182],"[""shiprag_p182_00215""]",0.8
Chapter_第七章船体修理,Defect_渗漏,第七章船体修理,Chapter,contains,包含,渗漏,Defect,实体出现在该章节文本块中,"[180, 185]","[""shiprag_p180_00211"", ""shiprag_p185_00219""]",0.8
Chapter_第七章船体修理,Operation_火焰加热,第七章船体修理,Chapter,contains,包含,火焰加热,Operation,实体出现在该章节文本块中,[186],"[""shiprag_p186_00221""]",0.8
Chapter_第七章船体修理,Component_焊缝,第七章船体修理,Chapter,contains,包含,焊缝,Component,实体出现在该章节文本块中,[185],"[""shiprag_p185_00219""]",0.8
Chapter_第七章船体修理,Component_甲板,第七章船体修理,Chapter,contains,包含,甲板,Component,实体出现在该章节文本块中,[190],"[""shiprag_p190_00228""]",0.8
Chapter_第七章船体修理,ToolEquipment_直尺,第七章船体修理,Chapter,contains,包含,直尺,ToolEquipment,三元组尾实体出现在该章节,[184],"[""shiprag_p184_00218""]",0.8
Chapter_第七章船体修理,Operation_码头勘验,第七章船体修理,Chapter,contains,包含,码头勘验,Operation,实体出现在该章节文本块中,[183],"[""shiprag_p183_00216""]",0.8
Chapter_第七章船体修理,ToolEquipment_砂轮打磨,第七章船体修理,Chapter,contains,包含,砂轮打磨,ToolEquipment,实体出现在该章节文本块中,[183],"[""shiprag_p183_00217""]",0.8
Chapter_第七章船体修理,Defect_破洞,第七章船体修理,Chapter,contains,包含,破洞,Defect,实体出现在该章节文本块中,[180],"[""shiprag_p180_00212""]",0.8
Chapter_第七章船体修理,Defect_碰撞_搁浅和触礁,第七章船体修理,Chapter,contains,包含,碰撞、搁浅和触礁,Defect,三元组尾实体出现在该章节,[180],"[""shiprag_p180_00211""]",0.8
Chapter_第七章船体修理,ToolEquipment_碳弧气刨,第七章船体修理,Chapter,contains,包含,碳弧气刨,ToolEquipment,实体出现在该章节文本块中,[185],"[""shiprag_p185_00219""]",0.8
Chapter_第七章船体修理,Component_纵骨,第七章船体修理,Chapter,contains,包含,纵骨,Component,实体出现在该章节文本块中,[181],"[""shiprag_p181_00214""]",0.8
Chapter_第七章船体修理,Measurement_线型光顺性,第七章船体修理,Chapter,contains,包含,线型光顺性,Measurement,三元组尾实体出现在该章节,[187],"[""shiprag_p187_00224""]",0.8
Chapter_第七章船体修理,Component_肋板,第七章船体修理,Chapter,contains,包含,肋板,Component,实体出现在该章节文本块中,[181],"[""shiprag_p181_00214""]",0.8
Chapter_第七章船体修理,Component_肋骨,第七章船体修理,Chapter,contains,包含,肋骨,Component,实体出现在该章节文本块中,"[180, 187, 189]","[""shiprag_p180_00212"", ""shiprag_p187_00224"", ""shiprag_p189_00226""]",0.8
Chapter_第七章船体修理,ProcessObject_肋骨型线图,第七章船体修理,Chapter,contains,包含,肋骨型线图,ProcessObject,实体出现在该章节文本块中,[187],"[""shiprag_p187_00223""]",0.8
Chapter_第七章船体修理,Defect_腐蚀,第七章船体修理,Chapter,contains,包含,腐蚀,Defect,实体出现在该章节文本块中,[186],"[""shiprag_p186_00221""]",0.8
Chapter_第七章船体修理,Operation_航修,第七章船体修理,Chapter,contains,包含,航修,Operation,实体出现在该章节文本块中,[179],"[""shiprag_p179_00210""]",0.8
Chapter_第七章船体修理,ProcessObject_船体,第七章船体修理,Chapter,contains,包含,船体,ProcessObject,实体出现在该章节文本块中,"[179, 182]","[""shiprag_p179_00210"", ""shiprag_p182_00215""]",0.8
Chapter_第七章船体修理,Process_船体修理,第七章船体修理,Chapter,contains,包含,船体修理,Process,实体出现在该章节文本块中,"[179, 180]","[""shiprag_p179_00210"", ""shiprag_p180_00211""]",0.8
Chapter_第七章船体修理,Defect_船体凹陷变形,第七章船体修理,Chapter,contains,包含,船体凹陷变形,Defect,实体出现在该章节文本块中,[183],"[""shiprag_p183_00216""]",0.8
Chapter_第七章船体修理,Defect_船体构件凹陷变形,第七章船体修理,Chapter,contains,包含,船体构件凹陷变形,Defect,实体出现在该章节文本块中,[182],"[""shiprag_p182_00215""]",0.8
Chapter_第七章船体修理,Defect_船体结构弯曲_扭转和惯性力,第七章船体修理,Chapter,contains,包含,船体结构弯曲、扭转和惯性力,Defect,三元组尾实体出现在该章节,[180],"[""shiprag_p180_00211""]",0.8
Chapter_第七章船体修理,Measurement_船体钢板厚度测量,第七章船体修理,Chapter,contains,包含,船体钢板厚度测量,Measurement,实体出现在该章节文本块中,[183],"[""shiprag_p183_00216""]",0.8
Chapter_第七章船体修理,Component_船底板,第七章船体修理,Chapter,contains,包含,船底板,Component,实体出现在该章节文本块中,[181],"[""shiprag_p181_00214""]",0.8
Chapter_第七章船体修理,ProcessObject_船舶修理单,第七章船体修理,Chapter,contains,包含,船舶修理单,ProcessObject,实体出现在该章节文本块中,[183],"[""shiprag_p183_00216""]",0.8
Chapter_第七章船体修理,Process_补板,第七章船体修理,Chapter,contains,包含,补板,Process,实体出现在该章节文本块中,[189],"[""shiprag_p189_00226""]",0.8
Chapter_第七章船体修理,Operation_补焊,第七章船体修理,Chapter,contains,包含,补焊,Operation,实体出现在该章节文本块中,[185],"[""shiprag_p185_00219""]",0.8
Chapter_第七章船体修理,Defect_裂缝,第七章船体修理,Chapter,contains,包含,裂缝,Defect,实体出现在该章节文本块中,"[185, 186]","[""shiprag_p185_00219"", ""shiprag_p185_00220"", ""shiprag_p186_00221""]",0.8
Chapter_第七章船体修理,Component_覆板,第七章船体修理,Chapter,contains,包含,覆板,Component,实体出现在该章节文本块中,[190],"[""shiprag_p190_00228""]",0.8
Chapter_第七章船体修理,Operation_贴补,第七章船体修理,Chapter,contains,包含,贴补,Operation,实体出现在该章节文本块中,"[185, 189]","[""shiprag_p185_00220"", ""shiprag_p189_00226""]",0.8
Chapter_第七章船体修理,Operation_超声波测量,第七章船体修理,Chapter,contains,包含,超声波测量,Operation,实体出现在该章节文本块中,[183],"[""shiprag_p183_00217""]",0.8
Chapter_第七章船体修理,Process_车间矫正,第七章船体修理,Chapter,contains,包含,车间矫正,Process,实体出现在该章节文本块中,[186],"[""shiprag_p186_00222""]",0.8
Chapter_第七章船体修理,ProcessObject_金属船体,第七章船体修理,Chapter,contains,包含,金属船体,ProcessObject,三元组尾实体出现在该章节,[180],"[""shiprag_p180_00211""]",0.8
Chapter_第七章船体修理,ToolEquipment_钢尺,第七章船体修理,Chapter,contains,包含,钢尺,ToolEquipment,三元组尾实体出现在该章节,[184],"[""shiprag_p184_00218""]",0.8
Chapter_第七章船体修理,Defect_锈蚀,第七章船体修理,Chapter,contains,包含,锈蚀,Defect,实体出现在该章节文本块中,[179],"[""shiprag_p179_00210""]",0.8
Chapter_第七章船体修理,Defect_锈蚀剥落,第七章船体修理,Chapter,contains,包含,锈蚀剥落,Defect,实体出现在该章节文本块中,[180],"[""shiprag_p180_00211""]",0.8
Chapter_第七章船体修理,Defect_锈蚀耗损,第七章船体修理,Chapter,contains,包含,锈蚀耗损,Defect,实体出现在该章节文本块中,[180],"[""shiprag_p180_00211""]",0.8
Chapter_第七章船体修理,QualityRequirement_长江船舶钢质船体主要构件蚀耗后的允许最小值,第七章船体修理,Chapter,contains,包含,长江船舶钢质船体主要构件蚀耗后的允许最小值,QualityRequirement,实体出现在该章节文本块中,[182],"[""shiprag_p182_00215""]",0.8
Chapter_第七章船体修理,Operation_随船勘验,第七章船体修理,Chapter,contains,包含,随船勘验,Operation,实体出现在该章节文本块中,[183],"[""shiprag_p183_00216""]",0.8
Chapter_第七章船体修理,Operation_驳取线型,第七章船体修理,Chapter,contains,包含,驳取线型,Operation,三元组尾实体出现在该章节,[187],"[""shiprag_p187_00224""]",0.8
Chapter_第七章船体修理,Defect_骨架弯曲,第七章船体修理,Chapter,contains,包含,骨架弯曲,Defect,实体出现在该章节文本块中,[186],"[""shiprag_p186_00222""]",0.8
Chapter_第三章,Process_三角形法,第三章,Chapter,contains,包含,三角形法,Process,实体出现在该章节文本块中,"[75, 77, 79]","[""shiprag_p075_00091"", ""shiprag_p077_00093"", ""shiprag_p079_00095""]",0.8
Chapter_第三章,Component_上下甲板,第三章,Chapter,contains,包含,上下甲板,Component,三元组尾实体出现在该章节,[93],"[""shiprag_p093_00109""]",0.8
Chapter_第三章,Component_下倾式内底边板,第三章,Chapter,contains,包含,下倾式内底边板,Component,实体出现在该章节文本块中,[90],"[""shiprag_p090_00106""]",0.8
Chapter_第三章,ProcessObject_不可展曲面,第三章,Chapter,contains,包含,不可展曲面,ProcessObject,实体出现在该章节文本块中,[80],"[""shiprag_p080_00096""]",0.8
Chapter_第三章,ProcessObject_两个几何形体,第三章,Chapter,contains,包含,两个几何形体,ProcessObject,三元组尾实体出现在该章节,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,Parameter_中性层,第三章,Chapter,contains,包含,中性层,Parameter,实体出现在该章节文本块中,[84],"[""shiprag_p084_00100""]",0.8
Chapter_第三章,Measurement_中性层,第三章,Chapter,contains,包含,中性层,Measurement,实体出现在该章节文本块中,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Measurement_中性层位置,第三章,Chapter,contains,包含,中性层位置,Measurement,三元组头实体出现在该章节,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Parameter_中性层位置系数K,第三章,Chapter,contains,包含,中性层位置系数K,Parameter,实体出现在该章节文本块中,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Measurement_中性层半径R,第三章,Chapter,contains,包含,中性层半径R,Measurement,实体出现在该章节文本块中,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Parameter_中性层直径,第三章,Chapter,contains,包含,中性层直径,Parameter,实体出现在该章节文本块中,[86],"[""shiprag_p086_00102""]",0.8
Chapter_第三章,Measurement_中间冲势,第三章,Chapter,contains,包含,中间冲势,Measurement,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,Measurement_伸长肋距,第三章,Chapter,contains,包含,伸长肋距,Measurement,实体出现在该章节文本块中,[88],"[""shiprag_p088_00104""]",0.8
Chapter_第三章,Parameter_伸长肋距,第三章,Chapter,contains,包含,伸长肋距,Parameter,实体出现在该章节文本块中,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,Process_作图法,第三章,Chapter,contains,包含,作图法,Process,实体出现在该章节文本块中,[75],"[""shiprag_p075_00091""]",0.8
Chapter_第三章,ProcessObject_偏心方圆接头,第三章,Chapter,contains,包含,偏心方圆接头,ProcessObject,实体出现在该章节文本块中,[79],"[""shiprag_p079_00095""]",0.8
Chapter_第三章,Process_全宽甲板展开,第三章,Chapter,contains,包含,全宽甲板展开,Process,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,Measurement_内口线,第三章,Chapter,contains,包含,内口线,Measurement,实体出现在该章节文本块中,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,Component_内底板,第三章,Chapter,contains,包含,内底板,Component,实体出现在该章节文本块中,"[90, 91]","[""shiprag_p090_00106"", ""shiprag_p091_00107""]",0.8
Chapter_第三章,Operation_内底板展开,第三章,Chapter,contains,包含,内底板展开,Operation,三元组头实体出现在该章节,[91],"[""shiprag_p091_00107""]",0.8
Chapter_第三章,Component_内底板边线,第三章,Chapter,contains,包含,内底板边线,Component,实体出现在该章节文本块中,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,Component_内底边板,第三章,Chapter,contains,包含,内底边板,Component,实体出现在该章节文本块中,[90],"[""shiprag_p090_00106""]",0.8
Chapter_第三章,Measurement_冲势,第三章,Chapter,contains,包含,冲势,Measurement,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,Measurement_准线,第三章,Chapter,contains,包含,准线,Measurement,实体出现在该章节文本块中,[93],"[""shiprag_p093_00109""]",0.8
Chapter_第三章,ProcessObject_四节等径直角弯头,第三章,Chapter,contains,包含,四节等径直角弯头,ProcessObject,实体出现在该章节文本块中,[78],"[""shiprag_p078_00094""]",0.8
Chapter_第三章,ProcessObject_圆柱螺旋面,第三章,Chapter,contains,包含,圆柱螺旋面,ProcessObject,实体出现在该章节文本块中,[80],"[""shiprag_p080_00096""]",0.8
Chapter_第三章,ProcessObject_圆柱面,第三章,Chapter,contains,包含,圆柱面,ProcessObject,实体出现在该章节文本块中,[81],"[""shiprag_p081_00097""]",0.8
Chapter_第三章,ProcessObject_圆锥面,第三章,Chapter,contains,包含,圆锥面,ProcessObject,实体出现在该章节文本块中,[81],"[""shiprag_p081_00097""]",0.8
Chapter_第三章,Measurement_外口线,第三章,Chapter,contains,包含,外口线,Measurement,实体出现在该章节文本块中,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,ProcessObject_多节等径弯头,第三章,Chapter,contains,包含,多节等径弯头,ProcessObject,实体出现在该章节文本块中,[78],"[""shiprag_p078_00094""]",0.8
Chapter_第三章,Measurement_实长,第三章,Chapter,contains,包含,实长,Measurement,实体出现在该章节文本块中,"[77, 93]","[""shiprag_p077_00093"", ""shiprag_p093_00109""]",0.8
Chapter_第三章,Operation_展开,第三章,Chapter,contains,包含,展开,Operation,实体出现在该章节文本块中,[88],"[""shiprag_p088_00104""]",0.8
Chapter_第三章,Process_展开各种形体,第三章,Chapter,contains,包含,展开各种形体,Process,三元组尾实体出现在该章节,[77],"[""shiprag_p077_00093""]",0.8
Chapter_第三章,ProcessObject_展开图,第三章,Chapter,contains,包含,展开图,ProcessObject,实体出现在该章节文本块中,"[75, 78]","[""shiprag_p075_00091"", ""shiprag_p078_00094""]",0.8
Chapter_第三章,Measurement_展开图,第三章,Chapter,contains,包含,展开图,Measurement,实体出现在该章节文本块中,[74],"[""shiprag_p074_00090""]",0.8
Chapter_第三章,Process_展开方法,第三章,Chapter,contains,包含,展开方法,Process,实体出现在该章节文本块中,[90],"[""shiprag_p090_00106""]",0.8
Chapter_第三章,Process_展开棱锥,第三章,Chapter,contains,包含,展开棱锥,Process,三元组尾实体出现在该章节,[77],"[""shiprag_p077_00093""]",0.8
Chapter_第三章,Process_展开法,第三章,Chapter,contains,包含,展开法,Process,实体出现在该章节文本块中,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,Measurement_展开长度,第三章,Chapter,contains,包含,展开长度,Measurement,实体出现在该章节文本块中,[84],"[""shiprag_p084_00100""]",0.8
Chapter_第三章,Parameter_展开长度公式L_A_B_0_5t,第三章,Chapter,contains,包含,展开长度公式L=A+B+0.5t,Parameter,三元组尾实体出现在该章节,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Process_平行线法,第三章,Chapter,contains,包含,平行线法,Process,实体出现在该章节文本块中,"[75, 78, 79]","[""shiprag_p075_00091"", ""shiprag_p078_00094"", ""shiprag_p079_00095""]",0.8
Chapter_第三章,Operation_平行线法,第三章,Chapter,contains,包含,平行线法,Operation,实体出现在该章节文本块中,[81],"[""shiprag_p081_00097""]",0.8
Chapter_第三章,ProcessObject_平面曲线,第三章,Chapter,contains,包含,平面曲线,ProcessObject,实体出现在该章节文本块中,[70],"[""shiprag_p070_00085""]",0.8
Chapter_第三章,Measurement_平面曲线实长,第三章,Chapter,contains,包含,平面曲线实长,Measurement,三元组尾实体出现在该章节,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,Component_底纵桁,第三章,Chapter,contains,包含,底纵桁,Component,实体出现在该章节文本块中,[88],"[""shiprag_p088_00104""]",0.8
Chapter_第三章,ProcessObject_弯头,第三章,Chapter,contains,包含,弯头,ProcessObject,实体出现在该章节文本块中,[79],"[""shiprag_p079_00095""]",0.8
Chapter_第三章,Component_弯曲板材,第三章,Chapter,contains,包含,弯曲板材,Component,实体出现在该章节文本块中,[84],"[""shiprag_p084_00100""]",0.8
Chapter_第三章,Process_折角弯曲,第三章,Chapter,contains,包含,折角弯曲,Process,实体出现在该章节文本块中,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Measurement_折角线,第三章,Chapter,contains,包含,折角线,Measurement,实体出现在该章节文本块中,"[90, 91]","[""shiprag_p090_00106"", ""shiprag_p091_00107""]",0.8
Chapter_第三章,Process_换面法,第三章,Chapter,contains,包含,换面法,Process,实体出现在该章节文本块中,"[70, 71]","[""shiprag_p070_00085"", ""shiprag_p071_00086""]",0.8
Chapter_第三章,Defect_接口缺陷,第三章,Chapter,contains,包含,接口缺陷,Defect,实体出现在该章节文本块中,[86],"[""shiprag_p086_00102""]",0.8
Chapter_第三章,Process_放射线法,第三章,Chapter,contains,包含,放射线法,Process,实体出现在该章节文本块中,"[75, 77, 78]","[""shiprag_p075_00091"", ""shiprag_p077_00093"", ""shiprag_p078_00094""]",0.8
Chapter_第三章,ProcessObject_斜截四棱锥,第三章,Chapter,contains,包含,斜截四棱锥,ProcessObject,实体出现在该章节文本块中,[78],"[""shiprag_p078_00094""]",0.8
Chapter_第三章,ProcessObject_斜截圆锥,第三章,Chapter,contains,包含,斜截圆锥,ProcessObject,实体出现在该章节文本块中,[77],"[""shiprag_p077_00093""]",0.8
Chapter_第三章,ProcessObject_方圆过渡接头,第三章,Chapter,contains,包含,方圆过渡接头,ProcessObject,实体出现在该章节文本块中,[86],"[""shiprag_p086_00102""]",0.8
Chapter_第三章,Measurement_曲线实长,第三章,Chapter,contains,包含,曲线实长,Measurement,三元组尾实体出现在该章节,"[70, 71]","[""shiprag_p070_00085"", ""shiprag_p071_00086""]",0.8
Chapter_第三章,Measurement_最大冲势,第三章,Chapter,contains,包含,最大冲势,Measurement,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,Process_板厚处理,第三章,Chapter,contains,包含,板厚处理,Process,实体出现在该章节文本块中,"[84, 86]","[""shiprag_p084_00100"", ""shiprag_p086_00102""]",0.8
Chapter_第三章,Process_板厚处理不当,第三章,Chapter,contains,包含,板厚处理不当,Process,三元组头实体出现在该章节,[86],"[""shiprag_p086_00102""]",0.8
Chapter_第三章,Component_构件,第三章,Chapter,contains,包含,构件,Component,实体出现在该章节文本块中,[84],"[""shiprag_p084_00100""]",0.8
Chapter_第三章,ProcessObject_柱体,第三章,Chapter,contains,包含,柱体,ProcessObject,实体出现在该章节文本块中,"[74, 75]","[""shiprag_p074_00090"", ""shiprag_p075_00091""]",0.8
Chapter_第三章,ToolEquipment_样条,第三章,Chapter,contains,包含,样条,ToolEquipment,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,Measurement_梁拱,第三章,Chapter,contains,包含,梁拱,Measurement,实体出现在该章节文本块中,"[91, 93]","[""shiprag_p091_00107"", ""shiprag_p093_00109""]",0.8
Chapter_第三章,Measurement_梁拱曲线,第三章,Chapter,contains,包含,梁拱曲线,Measurement,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,ProcessObject_正螺旋叶片,第三章,Chapter,contains,包含,正螺旋叶片,ProcessObject,实体出现在该章节文本块中,[83],"[""shiprag_p083_00099""]",0.8
Chapter_第三章,ProcessObject_球面,第三章,Chapter,contains,包含,球面,ProcessObject,实体出现在该章节文本块中,[80],"[""shiprag_p080_00096""]",0.8
Chapter_第三章,Operation_球面的分带展开,第三章,Chapter,contains,包含,球面的分带展开,Operation,实体出现在该章节文本块中,[81],"[""shiprag_p081_00097""]",0.8
Chapter_第三章,Operation_球面的分瓣展开,第三章,Chapter,contains,包含,球面的分瓣展开,Operation,实体出现在该章节文本块中,[81],"[""shiprag_p081_00097""]",0.8
Chapter_第三章,Process_球面的近似展开,第三章,Chapter,contains,包含,球面的近似展开,Process,实体出现在该章节文本块中,[81],"[""shiprag_p081_00097""]",0.8
Chapter_第三章,Parameter_理论肋距,第三章,Chapter,contains,包含,理论肋距,Parameter,实体出现在该章节文本块中,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,Component_甲板,第三章,Chapter,contains,包含,甲板,Component,实体出现在该章节文本块中,[91],"[""shiprag_p091_00107""]",0.8
Chapter_第三章,Component_甲板边线,第三章,Chapter,contains,包含,甲板边线,Component,实体出现在该章节文本块中,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,Component_甲板间倾斜前围壁,第三章,Chapter,contains,包含,甲板间倾斜前围壁,Component,实体出现在该章节文本块中,[93],"[""shiprag_p093_00109""]",0.8
Chapter_第三章,ProcessObject_直纹表面,第三章,Chapter,contains,包含,直纹表面,ProcessObject,实体出现在该章节文本块中,[75],"[""shiprag_p075_00091""]",0.8
Chapter_第三章,Operation_直角三角形法,第三章,Chapter,contains,包含,直角三角形法,Operation,实体出现在该章节文本块中,[68],"[""shiprag_p068_00083""]",0.8
Chapter_第三章,Process_直角三角形法,第三章,Chapter,contains,包含,直角三角形法,Process,实体出现在该章节文本块中,[70],"[""shiprag_p070_00085""]",0.8
Chapter_第三章,Parameter_相对弯曲半径r_t,第三章,Chapter,contains,包含,相对弯曲半径r/t,Parameter,实体出现在该章节文本块中,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Measurement_相贯线,第三章,Chapter,contains,包含,相贯线,Measurement,实体出现在该章节文本块中,"[71, 74]","[""shiprag_p071_00086"", ""shiprag_p074_00090""]",0.8
Chapter_第三章,ProcessObject_空间曲线,第三章,Chapter,contains,包含,空间曲线,ProcessObject,实体出现在该章节文本块中,[70],"[""shiprag_p070_00085""]",0.8
Chapter_第三章,Process_等半径圆弧倾斜前围壁展开,第三章,Chapter,contains,包含,等半径圆弧倾斜前围壁展开,Process,实体出现在该章节文本块中,[93],"[""shiprag_p093_00109""]",0.8
Chapter_第三章,ProcessObject_等径直角弯头,第三章,Chapter,contains,包含,等径直角弯头,ProcessObject,实体出现在该章节文本块中,[86],"[""shiprag_p086_00102""]",0.8
Chapter_第三章,Component_素线,第三章,Chapter,contains,包含,素线,Component,实体出现在该章节文本块中,[77],"[""shiprag_p077_00093""]",0.8
Chapter_第三章,Process_素线法,第三章,Chapter,contains,包含,素线法,Process,实体出现在该章节文本块中,[74],"[""shiprag_p074_00090""]",0.8
Chapter_第三章,Component_纵向构件,第三章,Chapter,contains,包含,纵向构件,Component,实体出现在该章节文本块中,[88],"[""shiprag_p088_00104""]",0.8
Chapter_第三章,Parameter_线段实长,第三章,Chapter,contains,包含,线段实长,Parameter,实体出现在该章节文本块中,[68],"[""shiprag_p068_00083""]",0.8
Chapter_第三章,Process_结构放样,第三章,Chapter,contains,包含,结构放样,Process,三元组尾实体出现在该章节,[84],"[""shiprag_p084_00100""]",0.8
Chapter_第三章,ProcessObject_肋骨型线图,第三章,Chapter,contains,包含,肋骨型线图,ProcessObject,实体出现在该章节文本块中,[91],"[""shiprag_p091_00107""]",0.8
Chapter_第三章,ToolEquipment_肋骨型线图,第三章,Chapter,contains,包含,肋骨型线图,ToolEquipment,实体出现在该章节文本块中,[88],"[""shiprag_p088_00104""]",0.8
