head_id,tail_id,head,head_type,relation,relation_zh,tail,tail_type,evidence,source_pages,source_chunks,confidence
Chapter_第七章船体修理,Defect_裂缝,第七章船体修理,Chapter,contains,包含,裂缝,Defect,实体出现在该章节文本块中,[185],"[""shiprag_p185_00220""]",0.8
Chapter_第七章船体修理,Parameter_裂缝深度,第七章船体修理,Chapter,contains,包含,裂缝深度,Parameter,三元组尾实体出现在该章节,[185],"[""shiprag_p185_00220""]",0.8
Chapter_第七章船体修理,Component_覆板,第七章船体修理,Chapter,contains,包含,覆板,Component,实体出现在该章节文本块中,[190],"[""shiprag_p190_00228""]",0.8
Chapter_第七章船体修理,裂缝修理常用方法_贴补,第七章船体修理,Chapter,contains,包含,贴补,裂缝修理常用方法,实体出现在该章节文本块中,[185],"[""shiprag_p185_00220""]",0.8
Chapter_第七章船体修理,Process_贴补,第七章船体修理,Chapter,contains,包含,贴补,Process,三元组头实体出现在该章节,[185],"[""shiprag_p185_00220""]",0.8
Chapter_第七章船体修理,Operation_超声波测量,第七章船体修理,Chapter,contains,包含,超声波测量,Operation,实体出现在该章节文本块中,[183],"[""shiprag_p183_00217""]",0.8
Chapter_第七章船体修理,Operation_软金属丝测厚,第七章船体修理,Chapter,contains,包含,软金属丝测厚,Operation,三元组尾实体出现在该章节,[184],"[""shiprag_p184_00218""]",0.8
Chapter_第七章船体修理,ProcessObject_运输类船舶,第七章船体修理,Chapter,contains,包含,运输类船舶,ProcessObject,三元组尾实体出现在该章节,[181],"[""shiprag_p181_00214""]",0.8
Chapter_第七章船体修理,Operation_通风,第七章船体修理,Chapter,contains,包含,通风,Operation,实体出现在该章节文本块中,[191],"[""shiprag_p191_00229""]",0.8
Chapter_第七章船体修理,Component_部构架,第七章船体修理,Chapter,contains,包含,部构架,Component,实体出现在该章节文本块中,[187],"[""shiprag_p187_00224""]",0.8
Chapter_第七章船体修理,测定裂缝深度_钻孔,第七章船体修理,Chapter,contains,包含,钻孔,测定裂缝深度,实体出现在该章节文本块中,[185],"[""shiprag_p185_00220""]",0.8
Chapter_第七章船体修理,Operation_钻孔,第七章船体修理,Chapter,contains,包含,钻孔,Operation,三元组尾实体出现在该章节,[185],"[""shiprag_p185_00220""]",0.8
Chapter_第七章船体修理,Defect_锈蚀,第七章船体修理,Chapter,contains,包含,锈蚀,Defect,实体出现在该章节文本块中,[180],"[""shiprag_p180_00211""]",0.8
Chapter_第七章船体修理,Operation_随船勘验,第七章船体修理,Chapter,contains,包含,随船勘验,Operation,实体出现在该章节文本块中,[191],"[""shiprag_p191_00229""]",0.8
Chapter_第七章船体修理,Defect_震动,第七章船体修理,Chapter,contains,包含,震动,Defect,三元组尾实体出现在该章节,[185],"[""shiprag_p185_00220""]",0.8
Chapter_第七章船体修理,Defect_骨架折断,第七章船体修理,Chapter,contains,包含,骨架折断,Defect,三元组头实体出现在该章节,[183],"[""shiprag_p183_00216""]",0.8
Chapter_第三章,QualityRequirement_1_2板厚处,第三章,Chapter,contains,包含,1/2板厚处,QualityRequirement,三元组尾实体出现在该章节,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Operation_A_B_0_5t,第三章,Chapter,contains,包含,A+B+0.5t,Operation,三元组尾实体出现在该章节,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,ProjectionPlane_H面,第三章,Chapter,contains,包含,H面,ProjectionPlane,实体出现在该章节文本块中,[64],"[""shiprag_p064_00078""]",0.8
Chapter_第三章,StandardSafety_H面,第三章,Chapter,contains,包含,H面,StandardSafety,实体出现在该章节文本块中,[66],"[""shiprag_p066_00080""]",0.8
Chapter_第三章,ProjectionPlane_V面,第三章,Chapter,contains,包含,V面,ProjectionPlane,实体出现在该章节文本块中,[64],"[""shiprag_p064_00078""]",0.8
Chapter_第三章,StandardSafety_V面,第三章,Chapter,contains,包含,V面,StandardSafety,实体出现在该章节文本块中,[66],"[""shiprag_p066_00080""]",0.8
Chapter_第三章,Operation_r_Kt,第三章,Chapter,contains,包含,r+Kt,Operation,三元组尾实体出现在该章节,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Component_ABC,第三章,Chapter,contains,包含,△ABC,Component,实体出现在该章节文本块中,[64],"[""shiprag_p064_00078""]",0.8
Chapter_第三章,ProcessObject_一般位置平面,第三章,Chapter,contains,包含,一般位置平面,ProcessObject,实体出现在该章节文本块中,[66],"[""shiprag_p066_00080""]",0.8
Chapter_第三章,Operation_三角形法,第三章,Chapter,contains,包含,三角形法,Operation,实体出现在该章节文本块中,"[79, 82]","[""shiprag_p079_00095"", ""shiprag_p082_00098""]",0.8
Chapter_第三章,Component_下倾式内底边板,第三章,Chapter,contains,包含,下倾式内底边板,Component,实体出现在该章节文本块中,[90],"[""shiprag_p090_00106""]",0.8
Chapter_第三章,Component_不可展曲面,第三章,Chapter,contains,包含,不可展曲面,Component,实体出现在该章节文本块中,[80],"[""shiprag_p080_00096""]",0.8
Chapter_第三章,Measurement_中性层,第三章,Chapter,contains,包含,中性层,Measurement,实体出现在该章节文本块中,[84],"[""shiprag_p084_00100""]",0.8
Chapter_第三章,Parameter_中性层,第三章,Chapter,contains,包含,中性层,Parameter,实体出现在该章节文本块中,[87],"[""shiprag_p087_00103""]",0.8
Chapter_第三章,QualityRequirement_中性层位置,第三章,Chapter,contains,包含,中性层位置,QualityRequirement,实体出现在该章节文本块中,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Parameter_中性层位置系数K,第三章,Chapter,contains,包含,中性层位置系数K,Parameter,三元组头实体出现在该章节,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Parameter_中性层半径R,第三章,Chapter,contains,包含,中性层半径R,Parameter,三元组头实体出现在该章节,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Parameter_中性层直径,第三章,Chapter,contains,包含,中性层直径,Parameter,实体出现在该章节文本块中,[86],"[""shiprag_p086_00102""]",0.8
Chapter_第三章,Parameter_中性层间的垂直距离,第三章,Chapter,contains,包含,中性层间的垂直距离,Parameter,实体出现在该章节文本块中,[86],"[""shiprag_p086_00102""]",0.8
Chapter_第三章,Parameter_中线面,第三章,Chapter,contains,包含,中线面,Parameter,实体出现在该章节文本块中,[88],"[""shiprag_p088_00104""]",0.8
Chapter_第三章,Parameter_中间冲势值,第三章,Chapter,contains,包含,中间冲势值,Parameter,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,Process_主视图,第三章,Chapter,contains,包含,主视图,Process,实体出现在该章节文本块中,"[93, 94]","[""shiprag_p093_00109"", ""shiprag_p094_00110""]",0.8
Chapter_第三章,视图类型_主视图,第三章,Chapter,contains,包含,主视图,视图类型,实体出现在该章节文本块中,[94],"[""shiprag_p094_00110""]",0.8
Chapter_第三章,Process_作图法,第三章,Chapter,contains,包含,作图法,Process,实体出现在该章节文本块中,[75],"[""shiprag_p075_00091""]",0.8
Chapter_第三章,Process_俯视图,第三章,Chapter,contains,包含,俯视图,Process,实体出现在该章节文本块中,[93],"[""shiprag_p093_00109""]",0.8
Chapter_第三章,ProcessObject_倾斜前围壁,第三章,Chapter,contains,包含,倾斜前围壁,ProcessObject,实体出现在该章节文本块中,[94],"[""shiprag_p094_00110""]",0.8
Chapter_第三章,ProcessObject_偏心方圆接头,第三章,Chapter,contains,包含,偏心方圆接头,ProcessObject,实体出现在该章节文本块中,[79],"[""shiprag_p079_00095""]",0.8
Chapter_第三章,Operation_光顺曲线,第三章,Chapter,contains,包含,光顺曲线,Operation,三元组尾实体出现在该章节,[76],"[""shiprag_p076_00092""]",0.8
Chapter_第三章,Process_全宽甲板展开,第三章,Chapter,contains,包含,全宽甲板展开,Process,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,Component_共有点,第三章,Chapter,contains,包含,共有点,Component,实体出现在该章节文本块中,[72],"[""shiprag_p072_00087""]",0.8
Chapter_第三章,Component_内口线,第三章,Chapter,contains,包含,内口线,Component,实体出现在该章节文本块中,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,ProcessObject_内底板,第三章,Chapter,contains,包含,内底板,ProcessObject,实体出现在该章节文本块中,[90],"[""shiprag_p090_00106""]",0.8
Chapter_第三章,Component_内底板展开示意图,第三章,Chapter,contains,包含,内底板展开示意图,Component,实体出现在该章节文本块中,[91],"[""shiprag_p091_00107""]",0.8
Chapter_第三章,Measurement_冲势,第三章,Chapter,contains,包含,冲势,Measurement,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,Component_准线,第三章,Chapter,contains,包含,准线,Component,实体出现在该章节文本块中,[90],"[""shiprag_p090_00106""]",0.8
Chapter_第三章,Operation_准线,第三章,Chapter,contains,包含,准线,Operation,实体出现在该章节文本块中,[93],"[""shiprag_p093_00109""]",0.8
Chapter_第三章,ProcessObject_几何体和船体构件展开图,第三章,Chapter,contains,包含,几何体和船体构件展开图,ProcessObject,三元组尾实体出现在该章节,[68],"[""shiprag_p068_00083""]",0.8
Chapter_第三章,Component_几何体表面,第三章,Chapter,contains,包含,几何体表面,Component,三元组尾实体出现在该章节,[74],"[""shiprag_p074_00090""]",0.8
Chapter_第三章,Surface_可展表面,第三章,Chapter,contains,包含,可展表面,Surface,实体出现在该章节文本块中,[75],"[""shiprag_p075_00091""]",0.8
Chapter_第三章,Component_可展表面,第三章,Chapter,contains,包含,可展表面,Component,三元组尾实体出现在该章节,[80],"[""shiprag_p080_00096""]",0.8
Chapter_第三章,Property_可平整摊平,第三章,Chapter,contains,包含,可平整摊平,Property,三元组尾实体出现在该章节,[75],"[""shiprag_p075_00091""]",0.8
Chapter_第三章,ProcessObject_四棱锥主视图,第三章,Chapter,contains,包含,四棱锥主视图,ProcessObject,实体出现在该章节文本块中,[78],"[""shiprag_p078_00094""]",0.8
Chapter_第三章,Process_四节等径直角弯头,第三章,Chapter,contains,包含,四节等径直角弯头,Process,实体出现在该章节文本块中,[78],"[""shiprag_p078_00094""]",0.8
Chapter_第三章,ProcessObject_四节等径直角弯头,第三章,Chapter,contains,包含,四节等径直角弯头,ProcessObject,三元组头实体出现在该章节,[78],"[""shiprag_p078_00094""]",0.8
Chapter_第三章,ProcessObject_圆柱螺旋面,第三章,Chapter,contains,包含,圆柱螺旋面,ProcessObject,实体出现在该章节文本块中,[80],"[""shiprag_p080_00096""]",0.8
Chapter_第三章,Component_圆管,第三章,Chapter,contains,包含,圆管,Component,实体出现在该章节文本块中,[87],"[""shiprag_p087_00103""]",0.8
Chapter_第三章,Measurement_垂直度,第三章,Chapter,contains,包含,垂直度,Measurement,三元组尾实体出现在该章节,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,Component_外口线,第三章,Chapter,contains,包含,外口线,Component,三元组头实体出现在该章节,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,Parameter_外径D1,第三章,Chapter,contains,包含,外径D1,Parameter,实体出现在该章节文本块中,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Component_外板,第三章,Chapter,contains,包含,外板,Component,实体出现在该章节文本块中,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,Component_多节斜截圆管,第三章,Chapter,contains,包含,多节斜截圆管,Component,三元组尾实体出现在该章节,[78],"[""shiprag_p078_00094""]",0.8
Chapter_第三章,QualityRequirement_实形,第三章,Chapter,contains,包含,实形,QualityRequirement,实体出现在该章节文本块中,[66],"[""shiprag_p066_00080""]",0.8
Chapter_第三章,Measurement_实长,第三章,Chapter,contains,包含,实长,Measurement,实体出现在该章节文本块中,"[69, 77]","[""shiprag_p069_00084"", ""shiprag_p077_00093""]",0.8
Chapter_第三章,Operation_实长线,第三章,Chapter,contains,包含,实长线,Operation,实体出现在该章节文本块中,[82],"[""shiprag_p082_00098""]",0.8
Chapter_第三章,Operation_对角线,第三章,Chapter,contains,包含,对角线,Operation,实体出现在该章节文本块中,[82],"[""shiprag_p082_00098""]",0.8
Chapter_第三章,QualityRequirement_展开图,第三章,Chapter,contains,包含,展开图,QualityRequirement,三元组尾实体出现在该章节,[74],"[""shiprag_p074_00090""]",0.8
Chapter_第三章,Process_展开图,第三章,Chapter,contains,包含,展开图,Process,实体出现在该章节文本块中,"[75, 87]","[""shiprag_p075_00091"", ""shiprag_p087_00103""]",0.8
Chapter_第三章,Process_展开法,第三章,Chapter,contains,包含,展开法,Process,实体出现在该章节文本块中,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,Parameter_展开长度,第三章,Chapter,contains,包含,展开长度,Parameter,三元组尾实体出现在该章节,[84],"[""shiprag_p084_00100""]",0.8
Chapter_第三章,Operation_平行线法,第三章,Chapter,contains,包含,平行线法,Operation,实体出现在该章节文本块中,"[76, 78, 81]","[""shiprag_p076_00092"", ""shiprag_p078_00094"", ""shiprag_p081_00097""]",0.8
Chapter_第三章,Measurement_平面曲线,第三章,Chapter,contains,包含,平面曲线,Measurement,实体出现在该章节文本块中,[70],"[""shiprag_p070_00085""]",0.8
Chapter_第三章,Defect_平面间夹角,第三章,Chapter,contains,包含,平面间夹角,Defect,实体出现在该章节文本块中,[66],"[""shiprag_p066_00080""]",0.8
Chapter_第三章,Component_底纵桁,第三章,Chapter,contains,包含,底纵桁,Component,实体出现在该章节文本块中,[88],"[""shiprag_p088_00104""]",0.8
Chapter_第三章,ProcessObject_弯头,第三章,Chapter,contains,包含,弯头,ProcessObject,实体出现在该章节文本块中,[79],"[""shiprag_p079_00095""]",0.8
Chapter_第三章,Component_弯头,第三章,Chapter,contains,包含,弯头,Component,实体出现在该章节文本块中,[87],"[""shiprag_p087_00103""]",0.8
Chapter_第三章,Parameter_弯曲半径r_t,第三章,Chapter,contains,包含,弯曲半径r/t,Parameter,三元组尾实体出现在该章节,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Process_弯曲板材,第三章,Chapter,contains,包含,弯曲板材,Process,实体出现在该章节文本块中,[84],"[""shiprag_p084_00100""]",0.8
Chapter_第三章,QualityRequirement_弯曲板材的中性层位置,第三章,Chapter,contains,包含,弯曲板材的中性层位置,QualityRequirement,三元组头实体出现在该章节,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Process_扇形,第三章,Chapter,contains,包含,扇形,Process,实体出现在该章节文本块中,[77],"[""shiprag_p077_00093""]",0.8
Chapter_第三章,Process_投影变换,第三章,Chapter,contains,包含,投影变换,Process,实体出现在该章节文本块中,[65],"[""shiprag_p065_00079""]",0.8
Chapter_第三章,Parameter_投影面,第三章,Chapter,contains,包含,投影面,Parameter,实体出现在该章节文本块中,"[68, 69]","[""shiprag_p068_00083"", ""shiprag_p069_00084""]",0.8
Chapter_第三章,Defect_折弯管道,第三章,Chapter,contains,包含,折弯管道,Defect,三元组尾实体出现在该章节,[66],"[""shiprag_p066_00080""]",0.8
Chapter_第三章,QualityRequirement_折角弯板的展开长度,第三章,Chapter,contains,包含,折角弯板的展开长度,QualityRequirement,三元组头实体出现在该章节,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,折角线_折角线,第三章,Chapter,contains,包含,折角线,折角线,实体出现在该章节文本块中,[91],"[""shiprag_p091_00107""]",0.8
Chapter_第三章,Process_换面法,第三章,Chapter,contains,包含,换面法,Process,实体出现在该章节文本块中,"[64, 65, 66, 70, 71]","[""shiprag_p064_00078"", ""shiprag_p065_00079"", ""shiprag_p066_00080"", ""shiprag_p070_00085"", ""shiprag_p071_00086""]",0.8
Chapter_第三章,Operation_放射线法,第三章,Chapter,contains,包含,放射线法,Operation,实体出现在该章节文本块中,"[76, 78, 81]","[""shiprag_p076_00092"", ""shiprag_p078_00094"", ""shiprag_p081_00097""]",0.8
Chapter_第三章,Process_斜截四棱锥,第三章,Chapter,contains,包含,斜截四棱锥,Process,实体出现在该章节文本块中,[78],"[""shiprag_p078_00094""]",0.8
Chapter_第三章,Concept_斜截圆柱上口半圆周实长,第三章,Chapter,contains,包含,斜截圆柱上口半圆周实长,Concept,三元组尾实体出现在该章节,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,ProcessObject_斜截圆柱面,第三章,Chapter,contains,包含,斜截圆柱面,ProcessObject,实体出现在该章节文本块中,[76],"[""shiprag_p076_00092""]",0.8
Chapter_第三章,ProcessObject_斜截圆锥,第三章,Chapter,contains,包含,斜截圆锥,ProcessObject,实体出现在该章节文本块中,[77],"[""shiprag_p077_00093""]",0.8
Chapter_第三章,ProcessObject_斜截圆锥面,第三章,Chapter,contains,包含,斜截圆锥面,ProcessObject,实体出现在该章节文本块中,[76],"[""shiprag_p076_00092""]",0.8
Chapter_第三章,构件_斜截线,第三章,Chapter,contains,包含,斜截线,构件,实体出现在该章节文本块中,[77],"[""shiprag_p077_00093""]",0.8
Chapter_第三章,Component_斜截线,第三章,Chapter,contains,包含,斜截线,Component,三元组头实体出现在该章节,[77],"[""shiprag_p077_00093""]",0.8
Chapter_第三章,ProcessObject_新投影面,第三章,Chapter,contains,包含,新投影面,ProcessObject,实体出现在该章节文本块中,[65],"[""shiprag_p065_00079""]",0.8
Chapter_第三章,Component_方圆过凌接头,第三章,Chapter,contains,包含,方圆过凌接头,Component,实体出现在该章节文本块中,[86],"[""shiprag_p086_00102""]",0.8
Chapter_第三章,Operation_旋转法,第三章,Chapter,contains,包含,旋转法,Operation,实体出现在该章节文本块中,[69],"[""shiprag_p069_00084""]",0.8
Chapter_第三章,Surface_曲纹表面,第三章,Chapter,contains,包含,曲纹表面,Surface,实体出现在该章节文本块中,[75],"[""shiprag_p075_00091""]",0.8
Chapter_第三章,Concept_曲线实长,第三章,Chapter,contains,包含,曲线实长,Concept,三元组尾实体出现在该章节,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,Line_曲线母线,第三章,Chapter,contains,包含,曲线母线,Line,三元组尾实体出现在该章节,[75],"[""shiprag_p075_00091""]",0.8
Chapter_第三章,Parameter_最大冲势值,第三章,Chapter,contains,包含,最大冲势值,Parameter,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,Process_板厚处理,第三章,Chapter,contains,包含,板厚处理,Process,实体出现在该章节文本块中,"[84, 86]","[""shiprag_p084_00100"", ""shiprag_p086_00102""]",0.8
Chapter_第三章,Component_极帽,第三章,Chapter,contains,包含,极帽,Component,实体出现在该章节文本块中,[81],"[""shiprag_p081_00097""]",0.8
Chapter_第三章,Component_梁拱,第三章,Chapter,contains,包含,梁拱,Component,三元组尾实体出现在该章节,[93],"[""shiprag_p093_00109""]",0.8
Chapter_第三章,Parameter_梁拱值,第三章,Chapter,contains,包含,梁拱值,Parameter,实体出现在该章节文本块中,[92],"[""shiprag_p092_00108""]",0.8
Chapter_第三章,Component_槽形舱壁,第三章,Chapter,contains,包含,槽形舱壁,Component,实体出现在该章节文本块中,[91],"[""shiprag_p091_00107""]",0.8
Chapter_第三章,ProcessObject_正螺旋叶片,第三章,Chapter,contains,包含,正螺旋叶片,ProcessObject,实体出现在该章节文本块中,[82],"[""shiprag_p082_00098""]",0.8
Chapter_第三章,Parameter_水平折边宽度,第三章,Chapter,contains,包含,水平折边宽度,Parameter,实体出现在该章节文本块中,[91],"[""shiprag_p091_00107""]",0.8
Chapter_第三章,Operation_求取线段实长,第三章,Chapter,contains,包含,求取线段实长,Operation,三元组尾实体出现在该章节,[66],"[""shiprag_p066_00080""]",0.8
Chapter_第三章,ProcessObject_球面,第三章,Chapter,contains,包含,球面,ProcessObject,实体出现在该章节文本块中,[80],"[""shiprag_p080_00096""]",0.8
Chapter_第三章,Process_球面的分带展开,第三章,Chapter,contains,包含,球面的分带展开,Process,实体出现在该章节文本块中,[81],"[""shiprag_p081_00097""]",0.8
Chapter_第三章,Process_球面的分瓣展开,第三章,Chapter,contains,包含,球面的分瓣展开,Process,实体出现在该章节文本块中,[81],"[""shiprag_p081_00097""]",0.8
Chapter_第三章,Parameter_理论肋距,第三章,Chapter,contains,包含,理论肋距,Parameter,实体出现在该章节文本块中,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,Process_甲板展开图,第三章,Chapter,contains,包含,甲板展开图,Process,实体出现在该章节文本块中,[91],"[""shiprag_p091_00107""]",0.8
Chapter_第三章,Component_甲板边线,第三章,Chapter,contains,包含,甲板边线,Component,实体出现在该章节文本块中,[70],"[""shiprag_p070_00085""]",0.8
Chapter_第三章,Surface_直纹表面,第三章,Chapter,contains,包含,直纹表面,Surface,实体出现在该章节文本块中,[75],"[""shiprag_p075_00091""]",0.8
Chapter_第三章,Line_直线母线,第三章,Chapter,contains,包含,直线母线,Line,三元组尾实体出现在该章节,[75],"[""shiprag_p075_00091""]",0.8
Chapter_第三章,Process_直角三角形,第三章,Chapter,contains,包含,直角三角形,Process,实体出现在该章节文本块中,[69],"[""shiprag_p069_00084""]",0.8
Chapter_第三章,Process_直角三角形法,第三章,Chapter,contains,包含,直角三角形法,Process,实体出现在该章节文本块中,"[68, 70]","[""shiprag_p068_00083"", ""shiprag_p070_00085""]",0.8
Chapter_第三章,Operation_直角边AC的长度等于线段的水平投影ab,第三章,Chapter,contains,包含,直角边AC的长度等于线段的水平投影ab,Operation,三元组尾实体出现在该章节,[68],"[""shiprag_p068_00083""]",0.8
Chapter_第三章,ProcessObject_相贯体,第三章,Chapter,contains,包含,相贯体,ProcessObject,实体出现在该章节文本块中,[74],"[""shiprag_p074_00090""]",0.8
Chapter_第三章,QualityRequirement_相贯线,第三章,Chapter,contains,包含,相贯线,QualityRequirement,实体出现在该章节文本块中,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,Concept_相贯线,第三章,Chapter,contains,包含,相贯线,Concept,三元组头实体出现在该章节,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,Measurement_相贯线,第三章,Chapter,contains,包含,相贯线,Measurement,实体出现在该章节文本块中,"[72, 74]","[""shiprag_p072_00087"", ""shiprag_p074_00090""]",0.8
Chapter_第三章,Process_相贯线,第三章,Chapter,contains,包含,相贯线,Process,实体出现在该章节文本块中,[73],"[""shiprag_p073_00088""]",0.8
Chapter_第三章,Defect_相贯线投影重合,第三章,Chapter,contains,包含,相贯线投影重合,Defect,三元组尾实体出现在该章节,[74],"[""shiprag_p074_00090""]",0.8
Chapter_第三章,Operation_相贯线求出,第三章,Chapter,contains,包含,相贯线求出,Operation,三元组尾实体出现在该章节,[74],"[""shiprag_p074_00090""]",0.8
Chapter_第三章,Measurement_积案线,第三章,Chapter,contains,包含,积案线,Measurement,实体出现在该章节文本块中,[74],"[""shiprag_p074_00090""]",0.8
Chapter_第三章,Process_空间一般位置直线的实长计算,第三章,Chapter,contains,包含,空间一般位置直线的实长计算,Process,三元组尾实体出现在该章节,[68],"[""shiprag_p068_00083""]",0.8
Chapter_第三章,Problem_空间几何问题,第三章,Chapter,contains,包含,空间几何问题,Problem,三元组尾实体出现在该章节,[64],"[""shiprag_p064_00078""]",0.8
Chapter_第三章,Measurement_空间曲线,第三章,Chapter,contains,包含,空间曲线,Measurement,三元组尾实体出现在该章节,[70],"[""shiprag_p070_00085""]",0.8
Chapter_第三章,Operation_等分线,第三章,Chapter,contains,包含,等分线,Operation,实体出现在该章节文本块中,[82],"[""shiprag_p082_00098""]",0.8
Chapter_第三章,ProcessObject_等半径圆弧倾斜前围壁,第三章,Chapter,contains,包含,等半径圆弧倾斜前围壁,ProcessObject,实体出现在该章节文本块中,[93],"[""shiprag_p093_00109""]",0.8
Chapter_第三章,Component_等径直角弯头,第三章,Chapter,contains,包含,等径直角弯头,Component,实体出现在该章节文本块中,[86],"[""shiprag_p086_00102""]",0.8
Chapter_第三章,QualityRequirement_管路变口或变径处,第三章,Chapter,contains,包含,管路变口或变径处,QualityRequirement,三元组尾实体出现在该章节,[79],"[""shiprag_p079_00095""]",0.8
Chapter_第三章,Component_素线,第三章,Chapter,contains,包含,素线,Component,实体出现在该章节文本块中,"[74, 77]","[""shiprag_p074_00090"", ""shiprag_p077_00093""]",0.8
Chapter_第三章,Process_素线法,第三章,Chapter,contains,包含,素线法,Process,三元组头实体出现在该章节,[74],"[""shiprag_p074_00090""]",0.8
Chapter_第三章,Component_纵向构件,第三章,Chapter,contains,包含,纵向构件,Component,实体出现在该章节文本块中,[88],"[""shiprag_p088_00104""]",0.8
Chapter_第三章,Parameter_纵桁腹板宽度,第三章,Chapter,contains,包含,纵桁腹板宽度,Parameter,实体出现在该章节文本块中,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,Component_线01_02和03,第三章,Chapter,contains,包含,"线01,02和03",Component,实体出现在该章节文本块中,[70],"[""shiprag_p070_00085""]",0.8
Chapter_第三章,Component_线段AB,第三章,Chapter,contains,包含,线段AB,Component,实体出现在该章节文本块中,[66],"[""shiprag_p066_00080""]",0.8
Chapter_第三章,Measurement_线段实长,第三章,Chapter,contains,包含,线段实长,Measurement,实体出现在该章节文本块中,[68],"[""shiprag_p068_00083""]",0.8
Chapter_第三章,Component_肋骨,第三章,Chapter,contains,包含,肋骨,Component,实体出现在该章节文本块中,[90],"[""shiprag_p090_00106""]",0.8
Chapter_第三章,Process_肋骨型线图,第三章,Chapter,contains,包含,肋骨型线图,Process,实体出现在该章节文本块中,[88],"[""shiprag_p088_00104""]",0.8
Chapter_第三章,ProcessObject_肋骨型线图,第三章,Chapter,contains,包含,肋骨型线图,ProcessObject,实体出现在该章节文本块中,[91],"[""shiprag_p091_00107""]",0.8
Chapter_第三章,Component_肋骨线,第三章,Chapter,contains,包含,肋骨线,Component,实体出现在该章节文本块中,[70],"[""shiprag_p070_00085""]",0.8
Chapter_第三章,Component_脊弧,第三章,Chapter,contains,包含,脊弧,Component,三元组尾实体出现在该章节,[93],"[""shiprag_p093_00109""]",0.8
Chapter_第三章,ProcessObject_航侧级桁,第三章,Chapter,contains,包含,航侧级桁,ProcessObject,实体出现在该章节文本块中,[89],"[""shiprag_p089_00105""]",0.8
Chapter_第三章,Component_节管,第三章,Chapter,contains,包含,节管,Component,实体出现在该章节文本块中,[79],"[""shiprag_p079_00095""]",0.8
Chapter_第三章,Chapter_表3_1,第三章,Chapter,contains,包含,表3-1,Chapter,实体出现在该章节文本块中,[85],"[""shiprag_p085_00101""]",0.8
Chapter_第三章,Process_表面展开,第三章,Chapter,contains,包含,表面展开,Process,实体出现在该章节文本块中,[74],"[""shiprag_p074_00090""]",0.8
Chapter_第三章,Concept_表面相交线,第三章,Chapter,contains,包含,表面相交线,Concept,三元组尾实体出现在该章节,[71],"[""shiprag_p071_00086""]",0.8
Chapter_第三章,Process_计算法,第三章,Chapter,contains,包含,计算法,Process,实体出现在该章节文本块中,[75],"[""shiprag_p075_00091""]",0.8
Chapter_第三章,Process_辅助切平面法,第三章,Chapter,contains,包含,辅助切平面法,Process,实体出现在该章节文本块中,[73],"[""shiprag_p073_00088""]",0.8
Chapter_第三章,ToolEquipment_辅助平面,第三章,Chapter,contains,包含,辅助平面,ToolEquipment,实体出现在该章节文本块中,[72],"[""shiprag_p072_00087""]",0.8
Chapter_第三章,Process_辅助平面法,第三章,Chapter,contains,包含,辅助平面法,Process,实体出现在该章节文本块中,[72],"[""shiprag_p072_00087""]",0.8
Chapter_第三章,Process_辅助球面法,第三章,Chapter,contains,包含,辅助球面法,Process,实体出现在该章节文本块中,[73],"[""shiprag_p073_00088""]",0.8
Chapter_第三章,ProcessObject_过渡接头,第三章,Chapter,contains,包含,过渡接头,ProcessObject,实体出现在该章节文本块中,[79],"[""shiprag_p079_00095""]",0.8
Chapter_第三章,Process_近似展开,第三章,Chapter,contains,包含,近似展开,Process,实体出现在该章节文本块中,[80],"[""shiprag_p080_00096""]",0.8
Chapter_第三章,Parameter_里皮尺寸,第三章,Chapter,contains,包含,里皮尺寸,Parameter,实体出现在该章节文本块中,[86],"[""shiprag_p086_00102""]",0.8
